epoch,step,train_loss,val_loss
0,9,1.7647480964660645,
0,19,1.6047121286392212,
0,29,1.590147852897644,
0,39,1.5710549354553223,
0,49,1.4943821430206299,
0,59,1.3845864534378052,
0,69,1.3563148975372314,
0,72,,0.9661082029342651
1,79,1.3919599056243896,
1,89,1.2703348398208618,
1,99,1.3241180181503296,
1,109,1.34559166431427,
1,119,1.2603455781936646,
1,129,1.2682453393936157,
1,139,1.4105145931243896,
1,145,,0.8716927170753479
2,149,1.3360228538513184,
2,159,1.3074299097061157,
2,169,1.440550684928894,
2,179,1.329474925994873,
2,189,1.3931844234466553,
2,199,1.239282250404358,
2,209,1.310099720954895,
2,218,,0.8544942736625671
3,219,1.2326109409332275,
3,229,1.3418433666229248,
3,239,1.3159019947052002,
3,249,1.4805692434310913,
3,259,1.3028701543807983,
3,269,1.3456441164016724,
3,279,1.2001731395721436,
3,289,1.174263834953308,
3,291,,0.8470094203948975
4,299,1.25875985622406,
4,309,1.1949442625045776,
4,319,1.1241064071655273,
4,329,1.2897710800170898,
4,339,1.2978899478912354,
4,349,1.2671890258789062,
4,359,1.1891636848449707,
4,364,,0.8436998724937439
5,369,1.3242149353027344,
5,379,1.2087517976760864,
5,389,1.259481430053711,
5,399,1.327803134918213,
5,409,1.3711057901382446,
5,419,1.3783706426620483,
5,429,1.1931586265563965,
5,437,,0.8421305418014526
6,439,1.418523907661438,
6,449,1.3579686880111694,
6,459,1.2833130359649658,
6,469,1.3112314939498901,
6,479,1.307830572128296,
6,489,1.2300958633422852,
6,499,1.146561622619629,
6,509,1.258911371231079,
6,510,,0.8414109945297241
7,519,1.242411494255066,
7,529,1.3230453729629517,
7,539,1.2588759660720825,
7,549,1.245727300643921,
7,559,1.3045635223388672,
7,569,1.3645453453063965,
7,579,1.377028226852417,
7,583,,0.8402830362319946
8,589,1.2380907535552979,
8,599,1.318671464920044,
8,609,1.269702672958374,
8,619,1.285958170890808,
8,629,1.421208143234253,
8,639,1.3802000284194946,
8,649,1.4307001829147339,
8,656,,0.8406314253807068
9,659,1.240242600440979,
9,669,1.334606409072876,
9,679,1.2911934852600098,
9,689,1.2444233894348145,
9,699,1.3613572120666504,
9,709,1.1330490112304688,
9,719,1.3001807928085327,
9,729,1.1161061525344849,
9,729,,0.8392766714096069
10,739,1.3538953065872192,
10,749,1.1977046728134155,
10,759,1.266405701637268,
10,769,1.307417869567871,
10,779,1.311029314994812,
10,789,1.238824725151062,
10,799,1.2908767461776733,
10,802,,0.8392929434776306
11,809,1.2885212898254395,
11,819,1.3045895099639893,
11,829,1.1885817050933838,
11,839,1.3545976877212524,
11,849,1.325387954711914,
11,859,1.221449613571167,
11,869,1.217874526977539,
11,875,,0.8382837772369385
12,879,1.1646190881729126,
12,889,1.289004921913147,
12,899,1.2527477741241455,
12,909,1.271884799003601,
12,919,1.472400188446045,
12,929,1.3601740598678589,
12,939,1.1586573123931885,
12,948,,0.8388403654098511
13,949,1.1456753015518188,
13,959,1.3370826244354248,
13,969,1.3650257587432861,
13,979,1.3998945951461792,
13,989,1.3844960927963257,
13,999,1.228485107421875,
13,1009,1.3133831024169922,
13,1019,1.220114827156067,
13,1021,,0.8384363055229187
14,1029,1.1846184730529785,
14,1039,1.234063982963562,
14,1049,1.3068143129348755,
14,1059,1.1861308813095093,
14,1069,1.2714216709136963,
14,1079,1.332662582397461,
14,1089,1.2053415775299072,
14,1094,,0.8379809260368347
15,1099,1.3154969215393066,
15,1109,1.26431143283844,
15,1119,1.2467578649520874,
15,1129,1.3050603866577148,
15,1139,1.3185813426971436,
15,1149,1.1797374486923218,
15,1159,1.3403798341751099,
15,1167,,0.8375594615936279
16,1169,1.1384832859039307,
16,1179,1.286563754081726,
16,1189,1.2297078371047974,
16,1199,1.2003328800201416,
16,1209,1.3628242015838623,
16,1219,1.241779088973999,
16,1229,1.1330941915512085,
16,1239,1.2510247230529785,
16,1240,,0.8376590609550476
17,1249,1.1778032779693604,
17,1259,1.2148634195327759,
17,1269,1.1232783794403076,
17,1279,1.2678495645523071,
17,1289,1.2862014770507812,
17,1299,1.486886739730835,
17,1309,1.2376677989959717,
17,1313,,0.8380289673805237
18,1319,1.2065492868423462,
18,1329,1.3008962869644165,
18,1339,1.4133176803588867,
18,1349,1.403842806816101,
18,1359,1.1688647270202637,
18,1369,1.3052600622177124,
18,1379,1.3482967615127563,
18,1386,,0.8374366164207458
19,1389,1.3805866241455078,
19,1399,1.3934115171432495,
19,1409,1.2795696258544922,
19,1419,1.2249867916107178,
19,1429,1.2451262474060059,
19,1439,1.346968173980713,
19,1449,1.3083726167678833,
19,1459,1.223951816558838,
19,1459,,0.8376191258430481
20,1469,1.291825294494629,
20,1479,1.3798952102661133,
20,1489,1.3078281879425049,
20,1499,1.3501613140106201,
20,1509,1.17279052734375,
20,1519,1.1271642446517944,
20,1529,1.2631802558898926,
20,1532,,0.8370864987373352
21,1539,1.2348865270614624,
21,1549,1.259011149406433,
21,1559,1.2408889532089233,
21,1569,1.276821494102478,
21,1579,1.4662126302719116,
21,1589,1.317761778831482,
21,1599,1.273972511291504,
21,1605,,0.8371415138244629
22,1609,1.3627475500106812,
22,1619,1.355377197265625,
22,1629,1.2984877824783325,
22,1639,1.3525099754333496,
22,1649,1.2807531356811523,
22,1659,1.225462794303894,
22,1669,1.264296531677246,
22,1678,,0.8373591303825378
23,1679,1.3783104419708252,
23,1689,1.2806003093719482,
23,1699,1.346649408340454,
23,1709,1.1524888277053833,
23,1719,1.251271367073059,
23,1729,1.289276123046875,
23,1739,1.288680076599121,
23,1749,1.2099226713180542,
23,1751,,0.8378394842147827
24,1759,1.3218169212341309,
24,1769,1.315256118774414,
24,1779,1.1619863510131836,
24,1789,1.2640334367752075,
24,1799,1.257851481437683,
24,1809,1.1112701892852783,
24,1819,1.1952240467071533,
24,1824,,0.8375657200813293
25,1829,1.3349217176437378,
25,1839,1.2800439596176147,
25,1849,1.2082393169403076,
25,1859,1.310388207435608,
25,1869,1.2429970502853394,
25,1879,1.2482502460479736,
25,1889,1.1660114526748657,
25,1897,,0.8372548222541809
26,1899,1.3139886856079102,
26,1909,1.1936547756195068,
26,1919,1.2083264589309692,
26,1929,1.3325157165527344,
26,1939,1.2648530006408691,
26,1949,1.270894169807434,
26,1959,1.2988630533218384,
26,1969,1.312442421913147,
26,1970,,0.8369870781898499
27,1979,1.1957104206085205,
27,1989,1.2704826593399048,
27,1999,1.2682251930236816,
27,2009,1.3084220886230469,
27,2019,1.3425170183181763,
27,2029,1.1988303661346436,
27,2039,1.1851110458374023,
27,2043,,0.8368135690689087
28,2049,1.334848403930664,
28,2059,1.4306310415267944,
28,2069,1.3407682180404663,
28,2079,1.3459835052490234,
28,2089,1.1975114345550537,
28,2099,1.2190468311309814,
28,2109,1.1899030208587646,
28,2116,,0.8372486233711243
29,2119,1.1658320426940918,
29,2129,1.2187092304229736,
29,2139,1.262710690498352,
29,2149,1.2297718524932861,
29,2159,1.3272337913513184,
29,2169,1.4157172441482544,
29,2179,1.281767725944519,
29,2189,1.3006139993667603,
29,2189,,0.8368728756904602
