epoch,lr-Adam,step,train_l1_loss,train_loss,train_mse_loss,train_psnr,train_ssim,val_l1_loss,val_loss,val_mse_loss,val_psnr,val_ssim
5,,309,0.9580312371253967,1.4736387729644775,1.3778356313705444,-1.3919739723205566,0.1143401563167572,,,,,
,0.001,319,,,,,,,,,,
5,,319,0.9628605246543884,1.484702467918396,1.3884164094924927,-1.4251973628997803,0.12167853116989136,,,,,
,0.001,329,,,,,,,,,,
5,,329,0.8635576367378235,1.2433677911758423,1.1570119857788086,-0.6333785653114319,0.18693102896213531,,,,,
,0.001,339,,,,,,,,,,
5,,339,0.9025208353996277,1.3807607889175415,1.29050874710083,-1.1076093912124634,0.14962753653526306,,,,,
5,,341,,,,,,0.7089486122131348,0.9185349345207214,0.8476400375366211,0.7414504289627075,0.20667307078838348
,0.001,349,,,,,,,,,,
6,,349,0.8614647388458252,1.3320618867874146,1.245915412902832,-0.9548855423927307,0.1713889241218567,,,,,
,0.001,359,,,,,,,,,,
6,,359,0.9836835861206055,1.5339494943618774,1.435581088066101,-1.570277214050293,0.1570490598678589,,,,,
,0.001,369,,,,,,,,,,
6,,369,0.903703510761261,1.3735706806182861,1.2832003831863403,-1.0829447507858276,0.16578689217567444,,,,,
,0.001,379,,,,,,,,,,
6,,379,0.8562289476394653,1.2410893440246582,1.1554664373397827,-0.6275737285614014,0.12830674648284912,,,,,
,0.001,389,,,,,,,,,,
6,,389,0.9189824461936951,1.401997685432434,1.310099482536316,-1.17304265499115,0.10858725756406784,,,,,
6,,398,,,,,,0.710412859916687,0.9176411628723145,0.8465998768806458,0.7467947602272034,0.20051521062850952
,0.001,399,,,,,,,,,,
7,,399,0.8631466031074524,1.2995909452438354,1.2132762670516968,-0.8395969867706299,0.15920637547969818,,,,,
,0.001,409,,,,,,,,,,
7,,409,0.9803460240364075,1.519480586051941,1.4214459657669067,-1.5273034572601318,0.09495139122009277,,,,,
,0.001,419,,,,,,,,,,
7,,419,0.8489851355552673,1.2926647663116455,1.2077662944793701,-0.8198294639587402,0.1822626292705536,,,,,
,0.001,429,,,,,,,,,,
7,,429,0.9129526615142822,1.4251172542572021,1.3338220119476318,-1.250978708267212,0.17061884701251984,,,,,
,0.001,439,,,,,,,,,,
7,,439,0.8975033760070801,1.3788360357284546,1.2890857458114624,-1.1028180122375488,0.1498272716999054,,,,,
,0.001,449,,,,,,,,,,
7,,449,0.8554050326347351,1.28678297996521,1.201242446899414,-0.7963066697120667,0.2026437520980835,,,,,
7,,455,,,,,,0.7066249847412109,0.9157201051712036,0.8450577259063721,0.7547498345375061,0.20987467467784882
,0.001,459,,,,,,,,,,
8,,459,0.8813127875328064,1.3302891254425049,1.2421578168869019,-0.9417677521705627,0.17218363285064697,,,,,
,0.001,469,,,,,,,,,,
8,,469,0.9136046171188354,1.4039032459259033,1.3125427961349487,-1.1811351776123047,0.16787923872470856,,,,,
,0.001,479,,,,,,,,,,
8,,479,0.8480897545814514,1.2632503509521484,1.1784414052963257,-0.7130803465843201,0.1627424955368042,,,,,
,0.001,489,,,,,,,,,,
8,,489,0.8830444812774658,1.3112993240356445,1.2229949235916138,-0.8742465376853943,0.1973351091146469,,,,,
,0.001,499,,,,,,,,,,
8,,499,0.8978420495986938,1.3681607246398926,1.278376579284668,-1.0665879249572754,0.17706246674060822,,,,,
,0.001,509,,,,,,,,,,
8,,509,0.8576428890228271,1.2818596363067627,1.19609534740448,-0.7776579856872559,0.14248687028884888,,,,,
8,,512,,,,,,0.7089446187019348,0.915830135345459,0.8449358344078064,0.7553958892822266,0.20306740701198578
,0.001,519,,,,,,,,,,
9,,519,0.8198354840278625,1.2263472080230713,1.1443636417388916,-0.5856409668922424,0.20838381350040436,,,,,
,0.001,529,,,,,,,,,,
9,,529,0.8586249351501465,1.2759761810302734,1.1901136636734009,-0.7558844089508057,0.13006189465522766,,,,,
,0.001,539,,,,,,,,,,
9,,539,0.8924186825752258,1.3374134302139282,1.2481715679168701,-0.962742805480957,0.1361505538225174,,,,,
,0.001,549,,,,,,,,,,
9,,549,0.894446611404419,1.3710205554962158,1.2815759181976318,-1.0774433612823486,0.17488804459571838,,,,,
,0.001,559,,,,,,,,,,
9,,559,0.941474437713623,1.4811930656433105,1.3870456218719482,-1.4209073781967163,0.1589754819869995,,,,,
,0.001,569,,,,,,,,,,
9,,569,0.9157646298408508,1.435006022453308,1.3434295654296875,-1.2821489572525024,0.1595529168844223,,,,,
9,,569,,,,,,0.7064182758331299,0.9147405028343201,0.8440985083580017,0.7597272396087646,0.22264772653579712
,0.001,579,,,,,,,,,,
10,,579,0.8639696836471558,1.3248839378356934,1.2384870052337646,-0.928914487361908,0.20816630125045776,,,,,
,0.001,589,,,,,,,,,,
10,,589,0.9156296849250793,1.397019624710083,1.3054566383361816,-1.1576244831085205,0.10177633911371231,,,,,
,0.001,599,,,,,,,,,,
10,,599,0.8831753730773926,1.3360275030136108,1.2477099895477295,-0.961136519908905,0.18294726312160492,,,,,
,0.001,609,,,,,,,,,,
10,,609,0.8274939656257629,1.2318944931030273,1.1491451263427734,-0.6037487387657166,0.2016354203224182,,,,,
,0.001,619,,,,,,,,,,
10,,619,0.8464205861091614,1.2846388816833496,1.199996829032898,-0.7918009161949158,0.18967776000499725,,,,,
10,,626,,,,,,0.7035459876060486,0.9129227995872498,0.8425682783126831,0.7676751613616943,0.22438883781433105
,0.001,629,,,,,,,,,,
11,,629,0.8801814317703247,1.3405474424362183,1.252529263496399,-0.9778791666030884,0.14643767476081848,,,,,
,0.001,639,,,,,,,,,,
11,,639,0.9112392663955688,1.3558013439178467,1.2646774053573608,-1.0197975635528564,0.1682579517364502,,,,,
,0.001,649,,,,,,,,,,
11,,649,0.9338187575340271,1.4147683382034302,1.321386456489563,-1.2102985382080078,0.1674668788909912,,,,,
,0.001,659,,,,,,,,,,
11,,659,0.9026223421096802,1.4100492000579834,1.3197870254516602,-1.2050385475158691,0.20230844616889954,,,,,
,0.001,669,,,,,,,,,,
11,,669,0.9789011478424072,1.5274677276611328,1.4295775890350342,-1.552077293395996,0.12198393046855927,,,,,
,0.001,679,,,,,,,,,,
11,,679,0.905781090259552,1.3843307495117188,1.293752670288086,-1.1185126304626465,0.152695432305336,,,,,
11,,683,,,,,,0.7022793292999268,0.9123421907424927,0.8421140909194946,0.7700401544570923,0.22645099461078644
,0.001,689,,,,,,,,,,
12,,689,0.9057914018630981,1.3905891180038452,1.3000099658966064,-1.1394667625427246,0.1591518074274063,,,,,
,0.001,699,,,,,,,,,,
12,,699,0.896013081073761,1.366194725036621,1.2765934467315674,-1.0605260133743286,0.16123926639556885,,,,,
,0.001,709,,,,,,,,,,
12,,709,0.7856844663619995,1.1510200500488281,1.0724515914916992,-0.30377697944641113,0.19803479313850403,,,,,
,0.001,719,,,,,,,,,,
12,,719,0.8556618094444275,1.2921055555343628,1.2065393924713135,-0.8154150247573853,0.2233651876449585,,,,,
,0.001,729,,,,,,,,,,
12,,729,0.8659210205078125,1.3173974752426147,1.2308053970336914,-0.9018942713737488,0.18449169397354126,,,,,
,0.001,739,,,,,,,,,,
12,,739,0.9087426662445068,1.3961694240570068,1.3052951097488403,-1.1570870876312256,0.1904064118862152,,,,,
12,,740,,,,,,0.701511025428772,0.9118995666503906,0.8417484164237976,0.7719389796257019,0.22360347211360931
,0.001,749,,,,,,,,,,
13,,749,0.905052125453949,1.3860361576080322,1.295530915260315,-1.1244781017303467,0.14278262853622437,,,,,
,0.001,759,,,,,,,,,,
13,,759,0.8849989771842957,1.337863564491272,1.249363660812378,-0.9668886065483093,0.19966401159763336,,,,,
,0.001,769,,,,,,,,,,
13,,769,0.8249701857566833,1.234784722328186,1.1522877216339111,-0.6156097650527954,0.16575323045253754,,,,,
,0.001,779,,,,,,,,,,
13,,779,0.9792523980140686,1.5575472116470337,1.4596220254898071,-1.6424040794372559,0.14907260239124298,,,,,
,0.001,789,,,,,,,,,,
13,,789,0.8936852216720581,1.3326115608215332,1.2432429790496826,-0.945560097694397,0.1429588794708252,,,,,
13,,797,,,,,,0.701412558555603,0.9115919470787048,0.8414506316184998,0.7735183835029602,0.22097447514533997
,0.001,799,,,,,,,,,,
14,,799,0.8750169277191162,1.3016704320907593,1.2141687870025635,-0.8427906036376953,0.19038045406341553,,,,,
,0.001,809,,,,,,,,,,
14,,809,0.8776235580444336,1.328619360923767,1.2408570051193237,-0.9372177720069885,0.1716340184211731,,,,,
,0.001,819,,,,,,,,,,
14,,819,0.8024426698684692,1.185585618019104,1.1053413152694702,-0.43496400117874146,0.1872820109128952,,,,,
,0.001,829,,,,,,,,,,
14,,829,0.9448750615119934,1.4748905897140503,1.3804030418395996,-1.4000589847564697,0.12045150995254517,,,,,
,0.001,839,,,,,,,,,,
14,,839,0.9241081476211548,1.4083671569824219,1.3159563541412354,-1.1924147605895996,0.1139649748802185,,,,,
,0.001,849,,,,,,,,,,
14,,849,0.9046072363853455,1.389792561531067,1.299331784248352,-1.1372005939483643,0.17737188935279846,,,,,
14,,854,,,,,,0.7029963135719299,0.9124207496643066,0.8421210646629333,0.7699995636940002,0.22855715453624725
,0.001,859,,,,,,,,,,
15,,859,0.8829647302627563,1.3400344848632812,1.2517380714416504,-0.9751349687576294,0.1805686503648758,,,,,
,0.001,869,,,,,,,,,,
15,,869,0.9116547107696533,1.396241545677185,1.3050761222839355,-1.1563583612442017,0.13733653724193573,,,,,
,0.001,879,,,,,,,,,,
15,,879,0.9303800463676453,1.4418524503707886,1.3488144874572754,-1.2995225191116333,0.15295523405075073,,,,,
,0.001,889,,,,,,,,,,
15,,889,0.9006718993186951,1.3792332410812378,1.2891660928726196,-1.1030887365341187,0.20197896659374237,,,,,
,0.001,899,,,,,,,,,,
15,,899,0.9497570395469666,1.4381853342056274,1.3432096242904663,-1.281437873840332,0.15423044562339783,,,,,
,0.001,909,,,,,,,,,,
15,,909,0.9114757776260376,1.3921620845794678,1.3010145425796509,-1.1428214311599731,0.1568840891122818,,,,,
15,,911,,,,,,0.701731264591217,0.9113726615905762,0.841199517250061,0.774806559085846,0.2248898595571518
,0.001,919,,,,,,,,,,
16,,919,0.9596906304359436,1.4627662897109985,1.3667972087860107,-1.3570407629013062,0.1146981343626976,,,,,
,0.001,929,,,,,,,,,,
16,,929,0.900637149810791,1.3286112546920776,1.2385475635528564,-0.9291268587112427,0.2157125473022461,,,,,
,0.001,939,,,,,,,,,,
16,,939,0.8914936184883118,1.3553094863891602,1.2661601305007935,-1.0248867273330688,0.1331692934036255,,,,,
,0.001,949,,,,,,,,,,
16,,949,0.9061013460159302,1.4191657304763794,1.3285555839538574,-1.2337971925735474,0.15509212017059326,,,,,
,0.001,959,,,,,,,,,,
16,,959,0.9277729988098145,1.3826611042022705,1.2898838520050049,-1.1055060625076294,0.1889801025390625,,,,,
16,,968,,,,,,0.7089179158210754,0.9141552448272705,0.8432634472846985,0.7639225125312805,0.20781853795051575
,0.001,969,,,,,,,,,,
17,,969,0.9326391816139221,1.45028817653656,1.3570243120193481,-1.325876235961914,0.13530844449996948,,,,,
,0.001,979,,,,,,,,,,
17,,979,0.853642463684082,1.2718969583511353,1.186532735824585,-0.7427972555160522,0.12066488713026047,,,,,
,0.001,989,,,,,,,,,,
17,,989,0.9291170835494995,1.4307066202163696,1.3377948999404907,-1.2638952732086182,0.18260957300662994,,,,,
,0.001,999,,,,,,,,,,
17,,999,0.9201391935348511,1.4081971645355225,1.3161832094192505,-1.1931638717651367,0.12004696577787399,,,,,
,0.001,1009,,,,,,,,,,
17,,1009,0.894827663898468,1.32920241355896,1.2397196292877197,-0.9332347512245178,0.20415621995925903,,,,,
,0.001,1019,,,,,,,,,,
17,,1019,0.8340731859207153,1.2682989835739136,1.184891700744629,-0.7367865443229675,0.18696466088294983,,,,,
17,,1025,,,,,,0.7027576565742493,0.9116452932357788,0.8413694500923157,0.773911714553833,0.22938954830169678
,0.001,1029,,,,,,,,,,
18,,1029,0.8656073808670044,1.2890772819519043,1.2025165557861328,-0.8009110689163208,0.21269868314266205,,,,,
,0.001,1039,,,,,,,,,,
18,,1039,0.850243866443634,1.2779738903045654,1.1929495334625244,-0.7662206888198853,0.20127049088478088,,,,,
,0.001,1049,,,,,,,,,,
18,,1049,0.894153892993927,1.3581098318099976,1.2686944007873535,-1.0335701704025269,0.1923888921737671,,,,,
,0.001,1059,,,,,,,,,,
18,,1059,0.9055430889129639,1.4106636047363281,1.320109248161316,-1.2060986757278442,0.19198675453662872,,,,,
,0.001,1069,,,,,,,,,,
18,,1069,0.850602924823761,1.2922736406326294,1.2072134017944336,-0.8178404569625854,0.19520920515060425,,,,,
,0.001,1079,,,,,,,,,,
18,,1079,0.8699519038200378,1.3203905820846558,1.2333953380584717,-0.911022961139679,0.2040145993232727,,,,,
18,,1082,,,,,,0.6996607780456543,0.9105275273323059,0.8405614495277405,0.7781513333320618,0.23075155913829803
,0.001,1089,,,,,,,,,,
19,,1089,0.9541227221488953,1.4683245420455933,1.3729122877120972,-1.376428246498108,0.16424421966075897,,,,,
,0.001,1099,,,,,,,,,,
19,,1099,0.8284705281257629,1.263863444328308,1.181016445159912,-0.72255939245224,0.20017781853675842,,,,,
,0.001,1109,,,,,,,,,,
19,,1109,0.8942283391952515,1.3394198417663574,1.2499970197677612,-0.9690901637077332,0.218504399061203,,,,,
,0.001,1119,,,,,,,,,,
19,,1119,0.8277422785758972,1.2488921880722046,1.1661179065704346,-0.6674250960350037,0.19728070497512817,,,,,
,0.001,1129,,,,,,,,,,
19,,1129,0.9608967900276184,1.5355002880096436,1.4394105672836304,-1.581846833229065,0.1561819612979889,,,,,
,0.001,1139,,,,,,,,,,
19,,1139,0.879719078540802,1.3514430522918701,1.2634711265563965,-1.0156532526016235,0.20602762699127197,,,,,
19,,1139,,,,,,0.700395405292511,0.9109491109848022,0.8409096598625183,0.7763001918792725,0.23582762479782104
,0.001,1149,,,,,,,,,,
20,,1149,0.9276963472366333,1.4253541231155396,1.3325845003128052,-1.2469475269317627,0.18042942881584167,,,,,
,0.001,1159,,,,,,,,,,
20,,1159,0.8335397839546204,1.2607836723327637,1.1774296760559082,-0.7093497514724731,0.20497794449329376,,,,,
,0.001,1169,,,,,,,,,,
20,,1169,0.9596357941627502,1.4875257015228271,1.3915621042251587,-1.4350258111953735,0.12809106707572937,,,,,
,0.001,1179,,,,,,,,,,
20,,1179,0.9236382246017456,1.4221128225326538,1.3297489881515503,-1.2376970052719116,0.19205908477306366,,,,,
,0.001,1189,,,,,,,,,,
20,,1189,0.8915973901748657,1.3896782398223877,1.30051851272583,-1.1411653757095337,0.1942683756351471,,,,,
20,,1196,,,,,,0.7033470273017883,0.9119360446929932,0.8416013717651367,0.7727074027061462,0.21829909086227417
,0.001,1199,,,,,,,,,,
21,,1199,0.831652820110321,1.2019447088241577,1.1187794208526611,-0.487444669008255,0.18975543975830078,,,,,
,0.001,1209,,,,,,,,,,
21,,1209,0.9299067258834839,1.4238146543502808,1.3308240175247192,-1.2412062883377075,0.13289406895637512,,,,,
,0.001,1219,,,,,,,,,,
21,,1219,0.8567660450935364,1.3450777530670166,1.2594012022018433,-1.0016413927078247,0.2081787884235382,,,,,
,0.001,1229,,,,,,,,,,
21,,1229,0.8834700584411621,1.341396450996399,1.2530494928359985,-0.979682207107544,0.1479473114013672,,,,,
,0.001,1239,,,,,,,,,,
21,,1239,0.9031608700752258,1.371769666671753,1.2814536094665527,-1.0770288705825806,0.13646331429481506,,,,,
,0.001,1249,,,,,,,,,,
21,,1249,0.839441180229187,1.284749984741211,1.200805902481079,-0.7947281002998352,0.2093038111925125,,,,,
21,,1253,,,,,,0.7008746862411499,0.9106801152229309,0.8405925035476685,0.7779384255409241,0.2237575203180313
,0.001,1259,,,,,,,,,,
22,,1259,0.8724638819694519,1.344192624092102,1.2569462060928345,-0.9931668639183044,0.17616119980812073,,,,,
,0.001,1269,,,,,,,,,,
22,,1269,0.8631512522697449,1.3048244714736938,1.218509316444397,-0.8582888841629028,0.1958899199962616,,,,,
,0.001,1279,,,,,,,,,,
22,,1279,0.865153968334198,1.3102946281433105,1.2237792015075684,-0.8770310878753662,0.1901184618473053,,,,,
,0.001,1289,,,,,,,,,,
22,,1289,0.9002284407615662,1.3675956726074219,1.2775728702545166,-1.0638567209243774,0.18032152950763702,,,,,
,0.001,1299,,,,,,,,,,
22,,1299,0.8631985783576965,1.306733250617981,1.2204134464263916,-0.8650698065757751,0.1784576028585434,,,,,
,0.001,1309,,,,,,,,,,
22,,1309,0.8581885695457458,1.2951174974441528,1.2092986106872559,-0.8253359198570251,0.20694628357887268,,,,,
22,,1310,,,,,,0.7011647820472717,0.9107396006584167,0.840623140335083,0.7778080701828003,0.22063399851322174
,0.001,1319,,,,,,,,,,
23,,1319,0.8867399096488953,1.3798649311065674,1.2911909818649292,-1.1099052429199219,0.19104492664337158,,,,,
,0.001,1329,,,,,,,,,,
23,,1329,0.9133096933364868,1.421568512916565,1.3302375078201294,-1.239291787147522,0.17383672297000885,,,,,
,0.001,1339,,,,,,,,,,
23,,1339,0.8971927165985107,1.3597493171691895,1.2700300216674805,-1.038139820098877,0.18590162694454193,,,,,
,0.001,1349,,,,,,,,,,
23,,1349,0.902978777885437,1.3674561977386475,1.2771583795547485,-1.0624475479125977,0.17417606711387634,,,,,
,0.001,1359,,,,,,,,,,
23,,1359,0.8887558579444885,1.327267050743103,1.2383915185928345,-0.9285796880722046,0.11975999176502228,,,,,
23,,1367,,,,,,0.6996719837188721,0.9101824164390564,0.8402151465415955,0.7799416780471802,0.23685982823371887
,0.001,1369,,,,,,,,,,
24,,1369,0.9134244918823242,1.384652853012085,1.2933104038238525,-1.117027997970581,0.11435595154762268,,,,,
,0.001,1379,,,,,,,,,,
24,,1379,0.9136697053909302,1.3846420049667358,1.293274998664856,-1.116909146308899,0.19423726201057434,,,,,
,0.001,1389,,,,,,,,,,
24,,1389,0.8702933192253113,1.3424072265625,1.2553778886795044,-0.9877446889877319,0.1898249387741089,,,,,
,0.001,1399,,,,,,,,,,
24,,1399,0.9588431715965271,1.494991421699524,1.3991070985794067,-1.4585094451904297,0.11755598336458206,,,,,
,0.001,1409,,,,,,,,,,
24,,1409,0.8806156516075134,1.3621755838394165,1.2741140127182007,-1.0520832538604736,0.17049956321716309,,,,,
,0.001,1419,,,,,,,,,,
24,,1419,0.8553628325462341,1.3059923648834229,1.2204561233520508,-0.8652216792106628,0.1905561089515686,,,,,
24,,1424,,,,,,0.6970705986022949,0.9095486402511597,0.8398416042327881,0.7819010019302368,0.2373984009027481
,0.001,1429,,,,,,,,,,
25,,1429,0.8999141454696655,1.3850458860397339,1.2950544357299805,-1.122880220413208,0.15003107488155365,,,,,
,0.001,1439,,,,,,,,,,
25,,1439,0.9453195333480835,1.4551572799682617,1.3606253862380981,-1.337385654449463,0.19467172026634216,,,,,
,0.001,1449,,,,,,,,,,
25,,1449,0.8582611680030823,1.3192994594573975,1.233473300933838,-0.9112979173660278,0.18930217623710632,,,,,
,0.001,1459,,,,,,,,,,
25,,1459,0.9168874621391296,1.4040395021438599,1.3123507499694824,-1.1804991960525513,0.1202116310596466,,,,,
,0.001,1469,,,,,,,,,,
25,,1469,0.8807722926139832,1.3388644456863403,1.2507872581481934,-0.9718348383903503,0.18768611550331116,,,,,
,0.001,1479,,,,,,,,,,
25,,1479,0.9338233470916748,1.4532731771469116,1.3598908185958862,-1.3350406885147095,0.22174742817878723,,,,,
25,,1481,,,,,,0.6972901821136475,0.909330427646637,0.8396013975143433,0.7831519842147827,0.2371659129858017
,0.001,1489,,,,,,,,,,
26,,1489,0.9863241314888,1.5281569957733154,1.429524540901184,-1.5519160032272339,0.08698223531246185,,,,,
,0.001,1499,,,,,,,,,,
26,,1499,0.9261714220046997,1.4612101316452026,1.3685929775238037,-1.3627430200576782,0.14649760723114014,,,,,
,0.001,1509,,,,,,,,,,
26,,1509,0.9180452227592468,1.3926104307174683,1.300805926322937,-1.1421250104904175,0.11776145547628403,,,,,
,0.001,1519,,,,,,,,,,
26,,1519,0.9335127472877502,1.4523026943206787,1.358951449394226,-1.3320393562316895,0.1946111023426056,,,,,
,0.001,1529,,,,,,,,,,
26,,1529,0.9225272536277771,1.380317211151123,1.2880644798278809,-1.0993763208389282,0.21721988916397095,,,,,
26,,1538,,,,,,0.698451578617096,0.9096179008483887,0.8397727012634277,0.7822380661964417,0.23227468132972717
,0.001,1539,,,,,,,,,,
27,,1539,0.8966159820556641,1.3797247409820557,1.2900631427764893,-1.106109619140625,0.1448688507080078,,,,,
,0.001,1549,,,,,,,,,,
27,,1549,0.9326328635215759,1.4506120681762695,1.3573487997055054,-1.3269145488739014,0.2041633129119873,,,,,
,0.001,1559,,,,,,,,,,
27,,1559,0.8398514986038208,1.2882018089294434,1.2042165994644165,-0.807046115398407,0.18856868147850037,,,,,
,0.001,1569,,,,,,,,,,
27,,1569,0.9273956418037415,1.4548637866973877,1.3621242046356201,-1.3421670198440552,0.16771668195724487,,,,,
,0.001,1579,,,,,,,,,,
27,,1579,0.8942897915840149,1.3358080387115479,1.246379017829895,-0.9565012454986572,0.1264466494321823,,,,,
,0.001,1589,,,,,,,,,,
27,,1589,0.915486216545105,1.3854219913482666,1.2938733100891113,-1.1189179420471191,0.11339252442121506,,,,,
27,,1595,,,,,,0.6993258595466614,0.90974360704422,0.8398110270500183,0.7820297479629517,0.23817169666290283
,0.001,1599,,,,,,,,,,
28,,1599,0.9053574800491333,1.3574386835098267,1.2669029235839844,-1.0274337530136108,0.20298029482364655,,,,,
,0.001,1609,,,,,,,,,,
28,,1609,0.8950533270835876,1.3785099983215332,1.2890046834945679,-1.102544903755188,0.16035860776901245,,,,,
,0.001,1619,,,,,,,,,,
28,,1619,0.9367138147354126,1.4571704864501953,1.3634990453720093,-1.346548318862915,0.2073492407798767,,,,,
,0.001,1629,,,,,,,,,,
28,,1629,0.9618397355079651,1.5000581741333008,1.403874158859253,-1.473281741142273,0.18072810769081116,,,,,
,0.001,1639,,,,,,,,,,
28,,1639,0.8718996644020081,1.3574702739715576,1.270280361175537,-1.0389958620071411,0.15530270338058472,,,,,
,0.001,1649,,,,,,,,,,
28,,1649,0.8716808557510376,1.3418196439743042,1.2546515464782715,-0.9852312207221985,0.1921740174293518,,,,,
28,,1652,,,,,,0.698755145072937,0.9096304178237915,0.8397548794746399,0.7823135852813721,0.22851312160491943
,0.001,1659,,,,,,,,,,
29,,1659,0.9418179988861084,1.4934582710266113,1.3992764949798584,-1.4590353965759277,0.1642799973487854,,,,,
,0.001,1669,,,,,,,,,,
29,,1669,0.8891264796257019,1.402147650718689,1.3132350444793701,-1.183424949645996,0.20455308258533478,,,,,
,0.001,1679,,,,,,,,,,
