epoch,step,train_acc,train_loss,val_acc,val_loss
15,379,0.0625,3.27520751953125,,
15,389,0.125,3.36700439453125,,
15,399,0.0,3.1821987628936768,,
15,399,,,0.0798376202583313,3.279888153076172
16,409,0.09375,3.20196533203125,,
16,419,0.125,3.2806396484375,,
16,424,,,0.08930987864732742,3.27768611907959
17,429,0.03125,3.30853271484375,,
17,439,0.03125,3.5841064453125,,
17,449,0.0,3.1202566623687744,,
17,449,,,0.08525034040212631,3.2733397483825684
18,459,0.03125,3.33868408203125,,
18,469,0.0625,3.4178466796875,,
18,474,,,0.10013531893491745,3.2501609325408936
19,479,0.0625,3.30389404296875,,
19,489,0.0625,3.33929443359375,,
19,499,0.0,3.4500558376312256,,
19,499,,,0.08930987864732742,3.26995849609375
20,509,0.0625,3.307281494140625,,
20,519,0.03125,3.290771484375,,
20,524,,,0.09336941689252853,3.2599077224731445
21,529,0.15625,3.25726318359375,,
21,539,0.125,3.239898681640625,,
21,549,0.0,3.3671875,,
21,549,,,0.09201623499393463,3.2423245906829834
22,559,0.1875,3.21881103515625,,
22,569,0.03125,3.33734130859375,,
22,574,,,0.10690122097730637,3.261767625808716
23,579,0.0625,3.304443359375,,
23,589,0.125,3.23223876953125,,
23,599,0.1428571492433548,3.0923550128936768,,
23,599,,,0.09878213703632355,3.2526297569274902
24,609,0.0625,3.19732666015625,,
24,619,0.03125,3.20343017578125,,
24,624,,,0.11231394112110138,3.2473108768463135
25,629,0.125,3.27740478515625,,
25,639,0.0,3.41607666015625,,
25,649,0.1428571492433548,3.2784597873687744,,
25,649,,,0.09066306054592133,3.2549219131469727
26,659,0.03125,3.23834228515625,,
26,669,0.09375,3.25830078125,,
26,674,,,0.09336941689252853,3.245920419692993
27,679,0.0625,3.25823974609375,,
27,689,0.09375,3.36260986328125,,
27,699,0.1428571492433548,3.2433035373687744,,
27,699,,,0.09336941689252853,3.2430167198181152
28,709,0.09375,3.276611328125,,
28,719,0.03125,3.2442626953125,,
28,724,,,0.09336941689252853,3.2290751934051514
29,729,0.09375,3.09088134765625,,
29,739,0.0625,3.418212890625,,
29,749,0.1428571492433548,3.388392925262451,,
29,749,,,0.09742895513772964,3.227935552597046
30,759,0.125,3.162841796875,,
30,769,0.09375,3.2060546875,,
30,774,,,0.08660351485013962,3.2430028915405273
31,779,0.09375,3.1802978515625,,
31,789,0.15625,3.2418212890625,,
31,799,0.0,3.527622699737549,,
31,799,,,0.10284167528152466,3.2174887657165527
32,809,0.0625,3.329345703125,,
32,819,0.09375,3.2467041015625,,
32,824,,,0.09066306054592133,3.228912115097046
33,829,0.125,3.191162109375,,
33,839,0.0625,3.27587890625,,
33,849,0.2857142984867096,3.078403949737549,,
33,849,,,0.0811907947063446,3.237093210220337
34,859,0.09375,3.2254638671875,,
34,869,0.125,3.19158935546875,,
34,874,,,0.09607578068971634,3.2084598541259766
35,879,0.125,3.30322265625,,
35,889,0.09375,3.171966552734375,,
35,899,0.0,3.5220425128936768,,
35,899,,,0.10825439542531967,3.2120320796966553
36,909,0.15625,3.220184326171875,,
36,919,0.09375,3.3502197265625,,
36,924,,,0.11772666126489639,3.2156624794006348
37,929,0.125,3.1531982421875,,
37,939,0.0625,3.29730224609375,,
37,949,0.0,3.3253347873687744,,
37,949,,,0.09201623499393463,3.224867105484009
38,959,0.03125,3.302734375,,
38,969,0.09375,3.2587890625,,
38,974,,,0.10960757732391357,3.216013193130493
39,979,0.0625,3.31036376953125,,
39,989,0.09375,3.25958251953125,,
39,999,0.1428571492433548,3.072265625,,
39,999,,,0.11231394112110138,3.2099854946136475
40,1009,0.03125,3.138916015625,,
40,1019,0.0625,3.1563720703125,,
40,1024,,,0.10825439542531967,3.1982343196868896
41,1029,0.15625,2.985443115234375,,
41,1039,0.03125,3.30596923828125,,
41,1049,0.0,3.3013393878936768,,
41,1049,,,0.09607578068971634,3.2140891551971436
42,1059,0.1875,3.07257080078125,,
42,1069,0.125,3.14501953125,,
42,1074,,,0.10825439542531967,3.202389717102051
43,1079,0.0,3.25628662109375,,
43,1089,0.0625,3.2711181640625,,
43,1099,0.1428571492433548,3.318638324737549,,
43,1099,,,0.08525034040212631,3.217721939086914
44,1109,0.03125,3.30560302734375,,
44,1119,0.1875,3.14947509765625,,
44,1124,,,0.10960757732391357,3.206794023513794
45,1129,0.03125,3.2880859375,,
45,1139,0.03125,3.30194091796875,,
45,1149,0.0,3.3055245876312256,,
45,1149,,,0.11231394112110138,3.1999406814575195
46,1159,0.125,3.09320068359375,,
46,1169,0.0625,3.3619537353515625,,
46,1174,,,0.09607578068971634,3.2078518867492676
47,1179,0.125,3.26287841796875,,
47,1189,0.09375,3.1470947265625,,
47,1199,0.0,3.2960379123687744,,
47,1199,,,0.11366711556911469,3.1994612216949463
48,1209,0.15625,3.413604736328125,,
48,1219,0.09375,3.158172607421875,,
48,1224,,,0.09066306054592133,3.2054970264434814
49,1229,0.03125,3.42828369140625,,
49,1239,0.03125,3.3402099609375,,
49,1249,0.4285714328289032,2.8314731121063232,,
49,1249,,,0.11096075922250748,3.2032816410064697
