epoch,step,train_l1_loss,train_loss,train_mse_loss,train_psnr,train_ssim,val_l1_loss,val_loss,val_mse_loss,val_psnr,val_ssim
0,9,1.0502227544784546,1.6317445039749146,1.5267221927642822,11.710713386535645,-0.00040479283779859543,,,,,
0,19,1.122915267944336,1.812894344329834,1.7006027698516846,11.242283821105957,0.013816124759614468,,,,,
0,29,1.0337717533111572,1.6304943561553955,1.527117133140564,11.709589958190918,0.027425453066825867,,,,,
0,39,1.013370156288147,1.5676231384277344,1.466286063194275,11.886126518249512,0.08821137994527817,,,,,
0,49,1.026922345161438,1.615022897720337,1.5123306512832642,11.751846313476562,0.07192684710025787,,,,,
0,56,,,,,,0.8182195425033569,1.0681143999099731,0.9862923622131348,13.626730918884277,0.13428382575511932
1,59,0.9892575740814209,1.496659278869629,1.3977335691452026,12.094069480895996,0.09853293001651764,,,,,
1,69,0.9864713549613953,1.4987043142318726,1.4000571966171265,12.0868558883667,0.08539870381355286,,,,,
1,79,0.9542303681373596,1.4424848556518555,1.3470618724822998,12.254437446594238,0.1664472371339798,,,,,
1,89,0.903649628162384,1.3770207166671753,1.2866557836532593,12.453688621520996,0.18599706888198853,,,,,
1,99,1.0074163675308228,1.553795337677002,1.4530537128448486,11.925496101379395,0.10330555588006973,,,,,
1,109,0.8654265999794006,1.2820301055908203,1.1954874992370605,12.772863388061523,0.19661946594715118,,,,,
1,113,,,,,,0.7546113133430481,0.9753047227859497,0.8998432755470276,14.028304100036621,0.20307937264442444
2,119,0.9238492846488953,1.4167556762695312,1.3243707418441772,12.328217506408691,0.1748349815607071,,,,,
2,129,0.9205123782157898,1.4206337928771973,1.328582525253296,12.314427375793457,0.14345306158065796,,,,,
2,139,0.887478768825531,1.347713828086853,1.2589659690856934,12.548172950744629,0.19975925981998444,,,,,
2,149,0.9570393562316895,1.4851514101028442,1.3894474506378174,12.119893074035645,0.16915054619312286,,,,,
2,159,0.9577740430831909,1.488743543624878,1.3929661512374878,12.108907699584961,0.1474234163761139,,,,,
2,169,0.9614503383636475,1.4947079420089722,1.3985629081726074,12.091493606567383,0.1816542148590088,,,,,
2,170,,,,,,0.7330546975135803,0.9409446716308594,0.8676390051841736,14.187483787536621,0.24163709580898285
3,179,0.9248870611190796,1.4099721908569336,1.3174834251403809,12.350861549377441,0.20753315091133118,,,,,
3,189,0.914751410484314,1.3910703659057617,1.2995952367782593,12.410231590270996,0.1573745608329773,,,,,
3,199,1.0196294784545898,1.5721204280853271,1.470157504081726,11.874674797058105,0.09610741585493088,,,,,
3,209,0.9078971743583679,1.4020622968673706,1.3112726211547852,12.371383666992188,0.18938970565795898,,,,,
3,219,0.9142151474952698,1.4020183086395264,1.3105968236923218,12.373621940612793,0.1827097237110138,,,,,
3,227,,,,,,0.7211575508117676,0.929714024066925,0.8575981855392456,14.238518714904785,0.2601432204246521
4,229,0.9217074513435364,1.422153353691101,1.3299826383590698,12.309854507446289,0.16722939908504486,,,,,
4,239,0.914957582950592,1.4084901809692383,1.3169944286346436,12.352474212646484,0.19792911410331726,,,,,
4,249,0.9394006729125977,1.4580670595169067,1.3641270399093628,12.1997652053833,0.2150227278470993,,,,,
4,259,0.882654070854187,1.3445470333099365,1.2562816143035889,12.557443618774414,0.19814473390579224,,,,,
