epoch,step,train_loss,val_loss
15,911,,0.8385324478149414
16,919,1.2316615581512451,
16,929,1.294225811958313,
16,939,1.373335361480713,
16,949,1.2067244052886963,
16,959,1.3062922954559326,
16,968,,0.8386313915252686
17,969,1.3192464113235474,
17,979,1.1424739360809326,
17,989,1.3486543893814087,
17,999,1.3035860061645508,
17,1009,1.1158257722854614,
17,1019,1.3378138542175293,
17,1025,,0.837861955165863
18,1029,1.2006138563156128,
18,1039,1.2718676328659058,
18,1049,1.2664731740951538,
18,1059,1.2604540586471558,
18,1069,1.4147380590438843,
18,1079,1.3759511709213257,
18,1082,,0.838719367980957
19,1089,1.315722107887268,
19,1099,1.3352121114730835,
19,1109,1.3056037425994873,
19,1119,1.3775991201400757,
19,1129,1.2847189903259277,
19,1139,1.18625009059906,
19,1139,,0.837998628616333
20,1149,1.309697151184082,
20,1159,1.3006207942962646,
20,1169,1.2718425989151,
20,1179,1.2588531970977783,
20,1189,1.2355778217315674,
20,1196,,0.8377746939659119
21,1199,1.2967844009399414,
21,1209,1.3416937589645386,
21,1219,1.2518974542617798,
21,1229,1.2977259159088135,
21,1239,1.3503285646438599,
21,1249,1.1758114099502563,
21,1253,,0.838134765625
22,1259,1.2692303657531738,
22,1269,1.3895994424819946,
22,1279,1.2574224472045898,
22,1289,1.2937302589416504,
22,1299,1.2510225772857666,
22,1309,1.2348451614379883,
22,1310,,0.8373371958732605
23,1319,1.1576852798461914,
23,1329,1.2524962425231934,
23,1339,1.1857352256774902,
23,1349,1.2418835163116455,
23,1359,1.2749897241592407,
23,1367,,0.8374086022377014
24,1369,1.2224148511886597,
24,1379,1.1937860250473022,
24,1389,1.3421779870986938,
24,1399,1.3620880842208862,
24,1409,1.2967182397842407,
24,1419,1.2874436378479004,
24,1424,,0.8369998931884766
25,1429,1.287522315979004,
25,1439,1.204076886177063,
25,1449,1.2305430173873901,
25,1459,1.3421560525894165,
25,1469,1.084792137145996,
25,1479,1.2910641431808472,
25,1481,,0.8379043936729431
26,1489,1.1929537057876587,
26,1499,1.2044789791107178,
26,1509,1.31033456325531,
26,1519,1.2627397775650024,
26,1529,1.283542513847351,
26,1538,,0.8375935554504395
27,1539,1.186073899269104,
27,1549,1.287877082824707,
27,1559,1.3078025579452515,
27,1569,1.1948692798614502,
27,1579,1.3222452402114868,
27,1589,1.2362183332443237,
27,1595,,0.8373994827270508
28,1599,1.438604712486267,
28,1609,1.1806403398513794,
28,1619,1.4723743200302124,
28,1629,1.3401639461517334,
28,1639,1.1390072107315063,
28,1649,1.193603754043579,
28,1652,,0.8374130129814148
29,1659,1.322697401046753,
29,1669,1.262580156326294,
29,1679,1.2879230976104736,
29,1689,1.455979585647583,
29,1699,1.237408995628357,
29,1709,1.3126471042633057,
29,1709,,0.8373246192932129
