epoch,step,train_acc,train_loss,val_acc,val_loss
35,879,0.125,3.212158203125,,
35,889,0.125,3.2020263671875,,
35,899,0.0,3.3272879123687744,,
35,899,,,0.1204330176115036,3.1973092555999756
36,909,0.125,3.1915283203125,,
36,919,0.0,3.330078125,,
36,924,,,0.12719891965389252,3.223106861114502
37,929,0.03125,3.31781005859375,,
37,939,0.0625,3.1773681640625,,
37,949,0.0,3.4467074871063232,,
37,949,,,0.11772666126489639,3.2056357860565186
38,959,0.0625,3.256744384765625,,
38,969,0.0,3.231689453125,,
38,974,,,0.1204330176115036,3.2169296741485596
39,979,0.125,3.1888275146484375,,
39,989,0.0625,3.1866455078125,,
39,999,0.0,3.3465402126312256,,
39,999,,,0.1190798357129097,3.208850145339966
40,1009,0.09375,3.214141845703125,,
40,1019,0.09375,3.251434326171875,,
40,1024,,,0.12990528345108032,3.2008230686187744
41,1029,0.0625,3.259307861328125,,
41,1039,0.15625,3.259307861328125,,
41,1049,0.0,3.4916293621063232,,
41,1049,,,0.12584573030471802,3.2109591960906982
42,1059,0.125,3.10479736328125,,
42,1069,0.09375,3.195526123046875,,
42,1074,,,0.12584573030471802,3.1839518547058105
43,1079,0.03125,3.30084228515625,,
43,1089,0.09375,3.20166015625,,
43,1099,0.2857142984867096,3.0083706378936768,,
43,1099,,,0.11772666126489639,3.1851279735565186
44,1109,0.09375,3.30181884765625,,
44,1119,0.15625,3.02227783203125,,
44,1124,,,0.11637347936630249,3.1857423782348633
45,1129,0.0625,3.209381103515625,,
45,1139,0.09375,3.186859130859375,,
45,1149,0.4285714328289032,2.9425222873687744,,
45,1149,,,0.11502029746770859,3.1939494609832764
46,1159,0.09375,3.20806884765625,,
46,1169,0.0625,3.3184814453125,,
46,1174,,,0.12313937395811081,3.2027008533477783
47,1179,0.0,3.23834228515625,,
47,1189,0.125,3.3184814453125,,
47,1199,0.1428571492433548,3.296596050262451,,
47,1199,,,0.1190798357129097,3.18491792678833
48,1209,0.0625,3.231475830078125,,
48,1219,0.09375,3.0662841796875,,
48,1224,,,0.11637347936630249,3.191258192062378
49,1229,0.125,3.255859375,,
49,1239,0.09375,3.169219970703125,,
49,1249,0.0,3.5200893878936768,,
49,1249,,,0.12313937395811081,3.204421281814575
