epoch,step,train_acc,train_loss,val_acc,val_loss
35,899,0.5714285969734192,1.6385498046875,,
35,899,,,0.5060893297195435,1.748161792755127
36,909,0.5,1.5568552017211914,,
36,919,0.4375,1.7290520668029785,,
36,924,,,0.5142083764076233,1.6885428428649902
37,929,0.5,1.3810997009277344,,
37,939,0.5,1.65447998046875,,
37,949,0.5714285969734192,1.2770298719406128,,
37,949,,,0.46414074301719666,1.8247668743133545
38,959,0.625,1.3219423294067383,,
38,969,0.46875,1.6418018341064453,,
38,974,,,0.484438419342041,1.8103516101837158
39,979,0.625,1.1400001049041748,,
39,989,0.59375,1.3086628913879395,,
39,999,0.2857142984867096,2.381862163543701,,
39,999,,,0.49120432138442993,1.7243982553482056
40,1009,0.5,1.811614990234375,,
40,1019,0.34375,1.8232307434082031,,
40,1024,,,0.5128552317619324,1.728536605834961
41,1029,0.59375,1.5386757850646973,,
41,1039,0.5625,1.2647464275360107,,
41,1049,0.7142857313156128,1.3664900064468384,,
41,1049,,,0.5169147253036499,1.730254054069519
42,1059,0.46875,1.753922462463379,,
42,1069,0.5625,1.3677635192871094,,
42,1074,,,0.515561580657959,1.7308319807052612
43,1079,0.5625,1.4053955078125,,
43,1089,0.46875,1.5174064636230469,,
43,1099,0.1428571492433548,2.621860980987549,,
43,1099,,,0.5182679295539856,1.6553398370742798
44,1109,0.53125,1.4589471817016602,,
44,1119,0.75,1.0062689781188965,,
44,1124,,,0.5520974397659302,1.6099026203155518
45,1129,0.46875,1.5544061660766602,,
45,1139,0.625,1.2130146026611328,,
45,1149,0.4285714328289032,1.7760838270187378,,
45,1149,,,0.5710419416427612,1.5711456537246704
46,1159,0.5625,1.2147245407104492,,
46,1169,0.5625,1.3871102333068848,,
46,1174,,,0.5791610479354858,1.5550987720489502
47,1179,0.59375,1.1922144889831543,,
47,1189,0.59375,1.322845458984375,,
47,1199,0.2857142984867096,1.9587925672531128,,
47,1199,,,0.5588633418083191,1.5953282117843628
48,1209,0.5,1.4823817014694214,,
48,1219,0.6875,1.0899715423583984,,
48,1224,,,0.565629243850708,1.561781644821167
49,1229,0.6875,1.177950382232666,,
49,1239,0.71875,0.9746074676513672,,
49,1249,0.5714285969734192,1.1175537109375,,
49,1249,,,0.5561569929122925,1.6045308113098145
