epoch,step,train_l1_loss,train_loss,train_mse_loss,train_psnr,train_ssim,val_l1_loss,val_loss,val_mse_loss,val_psnr,val_ssim
0,9,1.1119569540023804,1.8227553367614746,1.7115596532821655,11.214393615722656,-0.0020798547193408012,,,,,
0,19,1.0333776473999023,1.6073269844055176,1.5039892196655273,11.775866508483887,0.01599344052374363,,,,,
0,29,1.1224631071090698,1.8222987651824951,1.710052490234375,11.218218803405762,0.012337563559412956,,,,,
0,39,1.0023847818374634,1.5625851154327393,1.4623466730117798,11.897809982299805,0.04438471794128418,,,,,
0,49,0.9997091293334961,1.530577301979065,1.4306063652038574,11.993111610412598,0.04589363560080528,,,,,
0,56,,,,,,0.8070412874221802,1.0492714643478394,0.9685673117637634,13.705721855163574,0.1470719873905182
1,59,0.946146547794342,1.415498971939087,1.320884346961975,12.339665412902832,0.08632397651672363,,,,,
1,69,0.9984111785888672,1.5580828189849854,1.4582417011260986,11.910018920898438,0.10246070474386215,,,,,
1,79,1.0001035928726196,1.5508924722671509,1.450882077217102,11.931992530822754,0.11856028437614441,,,,,
1,89,0.9726933836936951,1.5202590227127075,1.4229897260665894,12.01629638671875,0.15034666657447815,,,,,
1,99,0.9550067186355591,1.4554866552352905,1.3599859476089478,12.212968826293945,0.09997165948152542,,,,,
1,109,0.9482014775276184,1.4167228937149048,1.3219027519226074,12.336318016052246,0.12667980790138245,,,,,
1,113,,,,,,0.7500282526016235,0.9655230641365051,0.8905202746391296,14.073667526245117,0.21149547398090363
2,119,0.9810857176780701,1.498655080795288,1.4005465507507324,12.08533763885498,0.18412312865257263,,,,,
2,129,0.9278147220611572,1.4113208055496216,1.3185393810272217,12.347382545471191,0.21755066514015198,,,,,
2,139,0.9254594445228577,1.4115183353424072,1.3189723491668701,12.345956802368164,0.15228299796581268,,,,,
2,149,0.9697248935699463,1.4818090200424194,1.3848365545272827,12.13432788848877,0.12151593714952469,,,,,
2,159,0.897849440574646,1.3459888696670532,1.2562038898468018,12.55771255493164,0.18221822381019592,,,,,
