epoch,step,train_loss,val_loss
0,9,1.5221608877182007,
0,19,1.5254770517349243,
0,29,1.5414921045303345,
0,39,1.4720767736434937,
0,49,1.4964808225631714,
0,56,,0.9519029855728149
1,59,1.5213919878005981,
1,69,1.4354116916656494,
1,79,1.213338017463684,
1,89,1.499335527420044,
1,99,1.3800145387649536,
1,109,1.4208850860595703,
1,113,,0.882490873336792
2,119,1.217695951461792,
2,129,1.360473871231079,
2,139,1.2712985277175903,
2,149,1.2186654806137085,
2,159,1.2967599630355835,
2,169,1.2078121900558472,
2,170,,0.8591599464416504
3,179,1.3467895984649658,
3,189,1.1764731407165527,
3,199,1.2949429750442505,
3,209,1.3798706531524658,
3,219,1.3023550510406494,
3,227,,0.8512780666351318
4,229,1.3771462440490723,
4,239,1.3379533290863037,
4,249,1.2896465063095093,
4,259,1.267777919769287,
4,269,1.2899378538131714,
4,279,1.3199896812438965,
4,284,,0.8473336696624756
5,289,1.329908847808838,
5,299,1.2379037141799927,
5,309,1.3419744968414307,
5,319,1.3550273180007935,
5,329,1.207323431968689,
5,339,1.3269516229629517,
5,341,,0.8428897857666016
6,349,1.2834089994430542,
6,359,1.3326259851455688,
6,369,1.3815579414367676,
6,379,1.3923085927963257,
6,389,1.2834724187850952,
6,398,,0.8417114615440369
7,399,1.2116130590438843,
7,409,1.1232845783233643,
7,419,1.3249107599258423,
7,429,1.2961797714233398,
7,439,1.2084420919418335,
7,449,1.150322675704956,
7,455,,0.8412600159645081
8,459,1.395467758178711,
8,469,1.3147693872451782,
8,479,1.2085282802581787,
8,489,1.2708197832107544,
8,499,1.189432978630066,
8,509,1.2377880811691284,
8,512,,0.840743899345398
9,519,1.2705882787704468,
9,529,1.175520658493042,
9,539,1.2474620342254639,
9,549,1.1914995908737183,
9,559,1.2182035446166992,
9,569,1.2128593921661377,
9,569,,0.8414291739463806
10,579,1.2670828104019165,
10,589,1.4170358180999756,
10,599,1.2223236560821533,
10,609,1.2567085027694702,
10,619,1.4033375978469849,
10,626,,0.8389613628387451
11,629,1.3499263525009155,
11,639,1.1921019554138184,
11,649,1.2314828634262085,
11,659,1.2409732341766357,
11,669,1.198974847793579,
11,679,1.3571313619613647,
11,683,,0.8412360548973083
12,689,1.3950350284576416,
12,699,1.234372854232788,
12,709,1.2022415399551392,
12,719,1.3110328912734985,
12,729,1.1235512495040894,
12,739,1.211928129196167,
12,740,,0.8387771844863892
13,749,1.349816083908081,
13,759,1.324573040008545,
13,769,1.3363944292068481,
13,779,1.2923117876052856,
13,789,1.2280383110046387,
13,797,,0.8385311961174011
14,799,1.3675177097320557,
14,809,1.2337535619735718,
14,819,1.1759617328643799,
14,829,1.212280035018921,
14,839,1.3762187957763672,
14,849,1.2555383443832397,
14,854,,0.8390198945999146
15,859,1.1732839345932007,
15,869,1.226630687713623,
15,879,1.2815942764282227,
15,889,1.3762966394424438,
15,899,1.4036568403244019,
15,909,1.314466953277588,
15,911,,0.8384748697280884
16,919,1.2316944599151611,
16,929,1.2942020893096924,
16,939,1.3733634948730469,
16,949,1.2067285776138306,
16,959,1.3061825037002563,
16,968,,0.8386299014091492
17,969,1.3191754817962646,
17,979,1.1423975229263306,
17,989,1.3484599590301514,
17,999,1.3035136461257935,
17,1009,1.1158316135406494,
17,1019,1.3378033638000488,
17,1025,,0.8378786444664001
18,1029,1.2006034851074219,
18,1039,1.2718522548675537,
18,1049,1.2665786743164062,
18,1059,1.2605507373809814,
18,1069,1.414746880531311,
18,1079,1.3758819103240967,
18,1082,,0.8387881517410278
19,1089,1.315615177154541,
19,1099,1.3348240852355957,
19,1109,1.305301547050476,
19,1119,1.3775466680526733,
19,1129,1.2844456434249878,
19,1139,1.1863353252410889,
19,1139,,0.8382660746574402
20,1149,1.3097273111343384,
20,1159,1.3005772829055786,
20,1169,1.2718480825424194,
20,1179,1.25869619846344,
20,1189,1.2358051538467407,
20,1196,,0.837773323059082
21,1199,1.2969106435775757,
21,1209,1.3416560888290405,
21,1219,1.2519662380218506,
21,1229,1.297977328300476,
21,1239,1.350110650062561,
21,1249,1.1757639646530151,
21,1253,,0.8381345868110657
22,1259,1.2693737745285034,
22,1269,1.389684796333313,
22,1279,1.2573810815811157,
22,1289,1.2937005758285522,
22,1299,1.250829815864563,
22,1309,1.2348244190216064,
22,1310,,0.8373440504074097
23,1319,1.1577343940734863,
23,1329,1.2525708675384521,
23,1339,1.1856855154037476,
23,1349,1.2418025732040405,
23,1359,1.2749391794204712,
23,1367,,0.8375263810157776
24,1369,1.222580075263977,
24,1379,1.19385826587677,
24,1389,1.3418515920639038,
24,1399,1.3622299432754517,
24,1409,1.2966914176940918,
24,1419,1.2874155044555664,
24,1424,,0.8370369672775269
25,1429,1.2874369621276855,
25,1439,1.2042516469955444,
25,1449,1.2305861711502075,
25,1459,1.342163324356079,
25,1469,1.0849359035491943,
25,1479,1.2909270524978638,
25,1481,,0.8380066752433777
26,1489,1.192929744720459,
26,1499,1.2040141820907593,
26,1509,1.3103728294372559,
26,1519,1.2626733779907227,
26,1529,1.283856987953186,
26,1538,,0.8376138806343079
27,1539,1.1864123344421387,
27,1549,1.2879618406295776,
27,1559,1.3077658414840698,
27,1569,1.1949704885482788,
27,1579,1.3223975896835327,
27,1589,1.2362115383148193,
27,1595,,0.8373293876647949
28,1599,1.4385682344436646,
28,1609,1.1806443929672241,
28,1619,1.472370982170105,
28,1629,1.3401938676834106,
28,1639,1.1390259265899658,
28,1649,1.1934608221054077,
28,1652,,0.837493360042572
29,1659,1.3224282264709473,
29,1669,1.2626079320907593,
29,1679,1.2878689765930176,
29,1689,1.4560043811798096,
29,1699,1.237364649772644,
29,1709,1.3125369548797607,
29,1709,,0.8373346924781799
