epoch,step,train_acc,train_loss,val_acc,val_loss
0,9,0.03125,3.3955078125,,
0,19,0.03125,3.4554443359375,,
0,24,,,0.033829499036073685,6.095361709594727
1,29,0.125,3.2071304321289062,,
1,39,0.09375,3.3848876953125,,
1,49,0.2857142984867096,2.7276785373687744,,
1,49,,,0.09472259879112244,5.676605701446533
2,59,0.1875,2.8265533447265625,,
2,69,0.125,3.0985107421875,,
2,74,,,0.1623815894126892,2.9288830757141113
3,79,0.25,2.746856689453125,,
3,89,0.25,3.045928955078125,,
3,99,0.2857142984867096,3.162109375,,
3,99,,,0.13667117059230804,3.8783366680145264
4,109,0.125,2.841522216796875,,
4,119,0.15625,2.8073577880859375,,
4,124,,,0.17320702970027924,3.0105512142181396
5,129,0.15625,3.05194091796875,,
5,139,0.125,2.93548583984375,,
5,149,0.1428571492433548,2.9146206378936768,,
5,149,,,0.12855209410190582,3.224144458770752
6,159,0.3125,2.7698974609375,,
6,169,0.1875,2.644622802734375,,
6,174,,,0.16914749145507812,3.1102795600891113
7,179,0.3125,2.444488525390625,,
7,189,0.09375,2.973175048828125,,
7,199,0.2857142984867096,2.9815847873687744,,
7,199,,,0.1664411425590515,3.115333080291748
8,209,0.21875,2.69769287109375,,
8,219,0.25,2.606170654296875,,
8,224,,,0.20568335056304932,2.654616117477417
9,229,0.15625,2.838287353515625,,
9,239,0.125,2.8350067138671875,,
9,249,0.1428571492433548,2.8373324871063232,,
9,249,,,0.25304466485977173,2.5432703495025635
10,259,0.21875,2.369476318359375,,
10,269,0.1875,2.5684967041015625,,
10,274,,,0.20568335056304932,2.880793333053589
11,279,0.34375,2.3368606567382812,,
11,289,0.25,2.360931396484375,,
11,299,0.1428571492433548,2.6202566623687744,,
11,299,,,0.2029770016670227,2.9029645919799805
12,309,0.34375,2.473419189453125,,
12,319,0.21875,2.521636962890625,,
12,324,,,0.21921515464782715,3.2429497241973877
13,329,0.3125,2.4572906494140625,,
13,339,0.1875,2.46234130859375,,
13,349,0.2857142984867096,3.0029995441436768,,
13,349,,,0.2841677963733673,2.634842872619629
14,359,0.3125,2.702728271484375,,
14,369,0.5,2.0396194458007812,,
14,374,,,0.2760487198829651,2.5082876682281494
15,379,0.3125,2.4438018798828125,,
15,389,0.25,2.6324081420898438,,
15,399,0.2857142984867096,2.0618722438812256,,
15,399,,,0.2760487198829651,2.4774909019470215
16,409,0.25,2.443347930908203,,
16,419,0.21875,2.22467041015625,,
16,424,,,0.26116374135017395,2.588280200958252
17,429,0.25,2.4531707763671875,,
17,439,0.21875,2.5971221923828125,,
17,449,0.4285714328289032,2.1326730251312256,,
17,449,,,0.24627874791622162,2.5520131587982178
18,459,0.28125,2.4788284301757812,,
18,469,0.1875,2.2120590209960938,,
18,474,,,0.25439783930778503,2.5800764560699463
19,479,0.28125,2.223360061645508,,
19,489,0.375,2.5130233764648438,,
19,499,0.4285714328289032,2.405971050262451,,
19,499,,,0.311231404542923,2.426851272583008
20,509,0.34375,1.9328117370605469,,
20,519,0.25,2.3510894775390625,,
20,524,,,0.3234100043773651,2.3316028118133545
21,529,0.34375,2.494354248046875,,
21,539,0.25,2.2386932373046875,,
21,549,0.5714285969734192,1.5693359375,,
21,549,,,0.34235453605651855,2.2787420749664307
22,559,0.4375,2.00482177734375,,
22,569,0.40625,2.0897064208984375,,
22,574,,,0.29499322175979614,2.4399731159210205
23,579,0.3125,2.0259170532226562,,
23,589,0.40625,1.9000282287597656,,
23,599,0.4285714328289032,1.75830078125,,
23,599,,,0.29228687286376953,2.594067096710205
24,609,0.375,2.1563034057617188,,
24,619,0.4375,1.7468147277832031,,
24,624,,,0.29499322175979614,2.5336971282958984
25,629,0.3125,2.1359996795654297,,
25,639,0.21875,2.1679840087890625,,
25,649,0.0,2.1085379123687744,,
25,649,,,0.38565629720687866,2.0496814250946045
26,659,0.34375,1.97906494140625,,
26,669,0.3125,1.9023475646972656,,
26,674,,,0.3667117655277252,2.2041726112365723
27,679,0.375,1.7369155883789062,,
27,689,0.25,2.0945281982421875,,
27,699,0.4285714328289032,2.163783550262451,,
27,699,,,0.4127199053764343,2.0209076404571533
28,709,0.40625,1.8354549407958984,,
28,719,0.53125,1.5316638946533203,,
28,724,,,0.3545331656932831,2.294731616973877
29,729,0.40625,1.7131690979003906,,
29,739,0.375,2.0050048828125,,
29,749,0.2857142984867096,2.495640277862549,,
29,749,,,0.34641405940055847,2.3733203411102295
30,759,0.4375,1.8661432266235352,,
30,769,0.40625,1.8036231994628906,,
30,774,,,0.45872801542282104,1.9066523313522339
31,779,0.40625,1.7856807708740234,,
31,789,0.34375,2.1763505935668945,,
31,799,0.5714285969734192,1.8446218967437744,,
31,799,,,0.3883626461029053,2.272019624710083
32,809,0.4375,1.8239927291870117,,
32,819,0.46875,1.615926742553711,,
32,824,,,0.4303112328052521,1.9998621940612793
33,829,0.375,2.03955078125,,
33,839,0.53125,1.5510973930358887,,
33,849,0.4285714328289032,2.2339913845062256,,
33,849,,,0.42219215631484985,2.203037977218628
34,859,0.4375,1.8464993238449097,,
34,869,0.4375,1.9126861095428467,,
34,874,,,0.33017590641975403,2.3924560546875
35,879,0.46875,1.546506404876709,,
35,889,0.34375,1.6826190948486328,,
35,899,0.7142857313156128,1.4777134656906128,,
35,899,,,0.46008118987083435,1.8311810493469238
36,909,0.625,1.512716293334961,,
36,919,0.4375,1.8091192245483398,,
36,924,,,0.4803788959980011,1.7272075414657593
37,929,0.5625,1.5143661499023438,,
37,939,0.46875,1.6072120666503906,,
37,949,0.5714285969734192,1.250732421875,,
37,949,,,0.4722598195075989,1.8278541564941406
38,959,0.46875,1.546128511428833,,
38,969,0.5,1.3875892162322998,,
38,974,,,0.4127199053764343,2.1245501041412354
39,979,0.53125,1.3473844528198242,,
39,989,0.59375,1.3655376434326172,,
39,999,0.2857142984867096,2.4231808185577393,,
39,999,,,0.3991881012916565,2.1016337871551514
40,1009,0.40625,2.03192138671875,,
40,1019,0.34375,2.1569061279296875,,
40,1024,,,0.4357239603996277,2.0012259483337402
41,1029,0.5625,1.690378189086914,,
41,1039,0.59375,1.1928768157958984,,
41,1049,0.4285714328289032,1.8451101779937744,,
41,1049,,,0.48714479804039,2.03277587890625
42,1059,0.34375,1.865654468536377,,
42,1069,0.5625,1.4116039276123047,,
42,1074,,,0.5006765723228455,1.7293304204940796
43,1079,0.34375,1.6592903137207031,,
43,1089,0.5,1.5994495153427124,,
43,1099,0.5714285969734192,2.625453472137451,,
43,1099,,,0.5128552317619324,1.690443515777588
44,1109,0.625,1.149845004081726,,
44,1119,0.78125,0.8288717269897461,,
44,1124,,,0.5669823884963989,1.5588494539260864
45,1129,0.4375,1.3454229831695557,,
45,1139,0.6875,1.1172723770141602,,
45,1149,0.2857142984867096,2.040073871612549,,
45,1149,,,0.5791610479354858,1.5274937152862549
46,1159,0.46875,1.3071322441101074,,
