epoch,step,train_loss,val_loss
0,9,1.6122888326644897,
0,19,1.4737310409545898,
0,29,1.4078145027160645,
0,39,1.3789176940917969,
0,49,1.4256113767623901,
0,59,1.4643243551254272,
0,69,1.210913062095642,
0,72,,0.9398503303527832
1,79,1.421144962310791,
1,89,1.3254399299621582,
1,99,1.366532325744629,
1,109,1.3586400747299194,
1,119,1.4867115020751953,
1,129,1.4456541538238525,
1,139,1.429934024810791,
1,145,,0.8674885630607605
2,149,1.2501739263534546,
2,159,1.1330974102020264,
2,169,1.2730064392089844,
2,179,1.3521761894226074,
2,189,1.3303803205490112,
2,199,1.247928261756897,
2,209,1.2397606372833252,
2,218,,0.8530046939849854
3,219,1.265770673751831,
3,229,1.287518858909607,
3,239,1.2668936252593994,
3,249,1.203478455543518,
3,259,1.360263705253601,
3,269,1.388686180114746,
3,279,1.247458815574646,
3,289,1.3535685539245605,
3,291,,0.8464840054512024
4,299,1.2992128133773804,
4,309,1.4078949689865112,
4,319,1.1115940809249878,
4,329,1.302256464958191,
4,339,1.2032470703125,
4,349,1.2147351503372192,
4,359,1.2840502262115479,
4,364,,0.8452581167221069
5,369,1.275128960609436,
5,379,1.3394454717636108,
5,389,1.2944103479385376,
5,399,1.27146577835083,
5,409,1.370790719985962,
5,419,1.2155779600143433,
5,429,1.304867148399353,
5,437,,0.8418191075325012
6,439,1.2457177639007568,
6,449,1.219049096107483,
6,459,1.409009337425232,
6,469,1.2164744138717651,
6,479,1.3751084804534912,
6,489,1.2266826629638672,
6,499,1.2688030004501343,
6,509,1.2805947065353394,
6,510,,0.841323971748352
7,519,1.2753081321716309,
7,529,1.3086497783660889,
7,539,1.3246175050735474,
7,549,1.283953309059143,
7,559,1.3820453882217407,
7,569,1.2793031930923462,
7,579,1.1282942295074463,
7,583,,0.8395286798477173
8,589,1.207025170326233,
8,599,1.1608104705810547,
8,609,1.2997239828109741,
8,619,1.325871467590332,
8,629,1.1919059753417969,
8,639,1.144631028175354,
8,649,1.2758047580718994,
8,656,,0.8389768004417419
9,659,1.1453664302825928,
9,669,1.377631664276123,
9,679,1.2056037187576294,
9,689,1.2039660215377808,
9,699,1.3856086730957031,
9,709,1.2965065240859985,
9,719,1.4121116399765015,
9,729,1.2497045993804932,
9,729,,0.8401875495910645
10,739,1.3370580673217773,
10,749,1.2289721965789795,
10,759,1.1773875951766968,
10,769,1.2630939483642578,
10,779,1.233108401298523,
10,789,1.23302161693573,
10,799,1.1552451848983765,
10,802,,0.8384167551994324
11,809,1.403299331665039,
11,819,1.3109049797058105,
11,829,1.1857285499572754,
11,839,1.2352476119995117,
11,849,1.3620023727416992,
11,859,1.2239199876785278,
11,869,1.2201197147369385,
11,875,,0.8387609124183655
12,879,1.2537580728530884,
12,889,1.2516510486602783,
12,899,1.183810830116272,
12,909,1.388204574584961,
12,919,1.2047897577285767,
12,929,1.3256902694702148,
12,939,1.4659007787704468,
12,948,,0.8381302356719971
13,949,1.2280653715133667,
13,959,1.3478180170059204,
13,969,1.1930656433105469,
13,979,1.27366042137146,
13,989,1.2041536569595337,
13,999,1.2492188215255737,
13,1009,1.297169804573059,
13,1019,1.1905800104141235,
13,1021,,0.8377072811126709
14,1029,1.232857346534729,
14,1039,1.2116782665252686,
14,1049,1.340644359588623,
14,1059,1.1880910396575928,
14,1069,1.2561485767364502,
14,1079,1.2837779521942139,
14,1089,1.2679578065872192,
14,1094,,0.8379179835319519
15,1099,1.3051729202270508,
15,1109,1.1029657125473022,
15,1119,1.2242302894592285,
15,1129,1.1981900930404663,
15,1139,1.2399342060089111,
15,1149,1.3254131078720093,
15,1159,1.3220171928405762,
15,1167,,0.8378530740737915
16,1169,1.235153317451477,
16,1179,1.3078571557998657,
16,1189,1.3334778547286987,
16,1199,1.3728920221328735,
16,1209,1.251396894454956,
16,1219,1.2616349458694458,
16,1229,1.3212450742721558,
16,1239,1.3178492784500122,
16,1240,,0.8374741077423096
17,1249,1.3364548683166504,
17,1259,1.192136526107788,
17,1269,1.213821291923523,
17,1279,1.1537806987762451,
17,1289,1.3354624509811401,
17,1299,1.290184736251831,
17,1309,1.1459604501724243,
17,1313,,0.8373960852622986
18,1319,1.3192609548568726,
18,1329,1.37993323802948,
18,1339,1.4770734310150146,
18,1349,1.3279544115066528,
18,1359,1.1691555976867676,
18,1369,1.359045147895813,
18,1379,1.256387710571289,
18,1386,,0.8372973799705505
19,1389,1.2660706043243408,
19,1399,1.1652770042419434,
19,1409,1.2077068090438843,
19,1419,1.4215724468231201,
19,1429,1.1604315042495728,
19,1439,1.259729027748108,
19,1449,1.2823576927185059,
19,1459,1.2719435691833496,
19,1459,,0.8382223844528198
20,1469,1.292508840560913,
20,1479,1.3289965391159058,
20,1489,1.3476608991622925,
20,1499,1.222204327583313,
20,1509,1.1461397409439087,
20,1519,1.276504635810852,
20,1529,1.4546529054641724,
20,1532,,0.8371502161026001
21,1539,1.3461711406707764,
21,1549,1.2068157196044922,
21,1559,1.1987450122833252,
21,1569,1.3447736501693726,
21,1579,1.3759807348251343,
21,1589,1.253169298171997,
21,1599,1.2915840148925781,
21,1605,,0.8372312188148499
22,1609,1.2827006578445435,
22,1619,1.3076351881027222,
22,1629,1.285101056098938,
22,1639,1.3627221584320068,
22,1649,1.1459404230117798,
22,1659,1.332030177116394,
22,1669,1.523033857345581,
22,1678,,0.8383702635765076
23,1679,1.414609670639038,
23,1689,1.3256765604019165,
23,1699,1.241257667541504,
23,1709,1.3353815078735352,
23,1719,1.3476344347000122,
23,1729,1.2915736436843872,
23,1739,1.4187393188476562,
23,1749,1.4024375677108765,
23,1751,,0.8377875685691833
24,1759,1.175479531288147,
24,1769,1.2690459489822388,
24,1779,1.2835640907287598,
24,1789,1.2968262434005737,
24,1799,1.3762140274047852,
24,1809,1.2638728618621826,
24,1819,1.3753576278686523,
24,1824,,0.836958646774292
25,1829,1.2004895210266113,
25,1839,1.4492241144180298,
25,1849,1.3034281730651855,
25,1859,1.3336578607559204,
25,1869,1.296255350112915,
25,1879,1.255029559135437,
25,1889,1.238332986831665,
25,1897,,0.8376592993736267
26,1899,1.2894648313522339,
26,1909,1.3598682880401611,
26,1919,1.2532542943954468,
26,1929,1.2237056493759155,
26,1939,1.3146963119506836,
26,1949,1.221245288848877,
26,1959,1.2793394327163696,
26,1969,1.3782929182052612,
26,1970,,0.8370845317840576
27,1979,1.3043179512023926,
27,1989,1.2675282955169678,
27,1999,1.2559814453125,
27,2009,1.214580774307251,
27,2019,1.3549386262893677,
27,2029,1.378233551979065,
27,2039,1.2822247743606567,
27,2043,,0.837059736251831
28,2049,1.2457789182662964,
28,2059,1.1921861171722412,
28,2069,1.154219627380371,
28,2079,1.1728811264038086,
28,2089,1.2243025302886963,
28,2099,1.226835012435913,
28,2109,1.2910045385360718,
28,2116,,0.8381900191307068
29,2119,1.2460792064666748,
29,2129,1.270219087600708,
29,2139,1.2796233892440796,
29,2149,1.2215089797973633,
29,2159,1.4397639036178589,
29,2169,1.1754800081253052,
29,2179,1.3880420923233032,
29,2189,1.383453369140625,
29,2189,,0.8370547890663147
